x,y,z,yaw,pitch,roll,img
57,-1,1,74.05011,-99.67956,-94.53884,image02000
13,26,41,-57.549465,-18.579582,24.739857,image02016
38,29,31,17.673407,-9.475208,-5.215452,image01991
38,23,26,16.1306,-27.899055,-19.360306,image02014
27,30,35,-17.33383,-7.751222,6.891521,image02012
23,33,33,-29.370459,0.70987505,1.7121854,image02013
22,30,37,-31.312029,-7.4621406,12.443724,image01984
39,38,28,20.803024,15.653094,-14.269395,image02030
53,34,34,61.82289,5.569286,4.558108,image02017
40,38,29,21.648605,16.423544,-10.31606,image02024
34,36,30,3.4878864,9.322618,-8.865451,image02028
5,47,20,-83.30909,42.543686,-38.37833,image01985
53,36,33,61.926586,9.131773,1.8708601,image02015
27,30,35,-16.346298,-6.9649386,6.3190866,image02011
25,28,45,-23.029331,-13.334297,37.605347,image01981
44,35,36,35.968807,8.891452,9.517465,image01997
26,33,35,-19.618002,1.454949,7.3714833,image01989
36,41,22,9.74876,25.012695,-31.39369,image02026
34,30,33,4.2576456,-6.368879,0.53767425,image01996
40,34,39,23.699556,4.7042623,18.755665,image02068
44,31,32,35.654846,-3.535929,-2.013403,image02036
33,32,26,1.0649756,-0.37316036,-18.337494,image02035
39,26,25,20.832355,-20.543215,-23.102257,image02054
36,30,33,11.105721,-7.3588195,2.1573536,image02043
33,29,33,1.6367882,-10.373616,0.08440994,image02039
33,31,30,1.491123,-5.5098214,-6.7010107,image02073
41,26,41,25.867414,-20.988493,25.895779,image02049
14,27,40,-54.675587,-15.080256,21.291971,image02058
32,29,43,-2.3394594,-10.841366,30.680742,image02032
7,56,9,-77.16158,71.24434,-70.874245,image02038
46,27,31,40.253265,-15.8744545,-4.502484,image02062
14,43,28,-55.789436,32.088802,-13.919976,image02061
29,28,42,-10.234593,-13.248624,28.215818,image02071
10,42,24,-67.85892,27.88369,-26.542982,image02050
15,25,37,-51.097767,-21.450888,12.232487,image02045
37,27,30,12.73768,-15.9714,-6.935782,image02059
31,28,33,-3.6304505,-12.04241,1.9138122,image02031
6,38,24,-79.38415,16.776588,-25.794502,image02057
30,32,31,-8.874726,-1.6458192,-5.3566303,image02034
33,28,32,1.5482385,-14.439177,-1.8075622,image02069
29,33,39,-9.921427,1.9069474,18.055067,image02044
38,26,28,16.52137,-19.029919,-12.666217,image02051
49,30,27,48.403423,-7.694018,-15.222026,image02064
14,28,37,-54.304012,-12.363296,12.766542,image02046
32,28,29,-0.11630621,-12.095418,-10.912501,image02072
34,26,35,4.449728,-18.550503,7.4646807,image02037
47,26,29,42.454197,-20.521626,-11.927892,image02075
14,32,33,-54.258896,-2.127465,2.7054474,image02114
17,34,32,-47.489296,4.182989,-0.07958892,image02136
37,32,32,13.988557,-2.7925172,-1.3036866,image02112
41,28,26,25.849798,-12.857595,-19.557302,image02121
28,29,34,-13.457857,-9.786561,4.339068,image02117
16,26,38,-49.57226,-20.072464,17.210703,image02116
52,23,28,57.153442,-27.95792,-14.164236,image02107
55,34,33,67.64887,3.404916,1.8491232,image02085
39,27,25,19.468918,-17.36885,-23.7963,image02133
34,30,40,4.9922085,-7.928576,23.240604,image02076
36,31,46,10.081896,-4.4683113,40.51155,image02079
33,29,41,0.7512101,-9.382326,24.472237,image02080
35,25,21,6.764909,-21.319653,-35.61103,image02125
45,36,35,36.339336,10.011874,6.7711363,image02093
27,30,28,-15.250252,-8.690183,-12.605005,image02128
47,24,25,43.087368,-25.520922,-22.163376,image02122
59,28,31,80.986,-12.452617,-4.7550774,image02124
57,62,60,73.07173,88.26097,83.66463,image02108
25,28,34,-21.619892,-12.912284,4.205478,image02083
57,20,21,73.112564,-37.828873,-33.043533,image02094
23,26,36,-28.411034,-18.941254,10.538802,image02100
53,32,35,61.451622,-0.5840869,8.987934,image02099
32,26,29,-2.3355043,-19.701761,-10.471181,image02199
41,36,36,26.26648,10.439299,11.385964,image02203
39,31,33,20.672941,-5.5344367,0.40078604,image02165
56,13,5,71.10378,-58.92716,-83.2802,image02190
33,33,32,0.5832399,0.9231469,-1.8013303,image02152
40,31,32,22.705097,-3.7463613,-2.294711,image02145
32,40,29,-0.98794216,23.963257,-11.615115,image02197
18,28,30,-42.555374,-13.78423,-7.1464324,image02191
50,35,35,53.942394,8.238646,6.400056,image02179
31,33,32,-5.050287,0.8718911,-1.2785581,image02142
36,32,29,9.568095,-0.73435503,-11.154665,image02208
32,30,32,-2.9911785,-7.9783473,-2.6668153,image02183
41,33,34,26.131256,1.2409164,3.3958263,image02138
33,28,41,2.6368032,-14.120729,24.409058,image02178
23,29,39,-27.93141,-9.85375,20.321934,image02209
53,32,33,61.46602,-1.2389357,2.868191,image02154
57,34,29,73.059555,4.8735957,-9.540445,image02157
50,30,27,53.566177,-6.9174438,-17.242767,image02166
28,40,39,-12.967243,22.48644,18.453915,image02147
33,35,35,2.4190369,8.681999,7.166253,image02139
13,34,33,-59.43393,5.1231813,0.289535,image02137
28,29,29,-13.369684,-10.250437,-9.839652,image02195
37,30,29,14.278516,-8.513841,-9.365383,image02196
32,24,33,-0.22102368,-24.948208,0.18287815,image02176
37,32,34,13.917152,-0.99952894,5.262742,image02171
36,38,28,10.021033,17.068985,-13.169887,image02194
32,38,33,-2.1325138,15.972383,1.9683956,image02156
32,32,33,-1.4461453,-2.705323,1.5806017,image02202
31,25,32,-4.283054,-22.810379,-1.9628922,image02216
8,39,25,-72.50177,18.787455,-23.285622,image02249
34,27,28,4.945951,-17.06065,-12.785539,image02259
14,23,38,-56.33046,-28.329395,16.911306,image02236
31,33,35,-3.6223588,2.8108058,8.763926,image02234
37,30,34,12.905476,-6.417076,5.522714,image02245
52,22,22,59.744137,-30.299917,-31.312315,image02252
49,40,36,48.954334,23.41699,10.030815,image02251
23,27,37,-27.598137,-17.616295,12.453816,image02212
20,37,35,-36.066372,12.9703865,6.3788514,image02247
53,42,47,61.275623,28.102375,44.208717,image02244
26,32,37,-19.488333,-0.8857847,12.369505,image02219
29,33,32,-10.390616,2.2963262,-0.3517897,image02257
37,34,28,14.267451,5.928407,-12.385501,image02217
26,29,40,-19.439154,-10.927075,23.52666,image02239
31,34,35,-4.5080733,3.5898728,7.31662,image02218
42,28,25,28.386751,-14.015014,-23.249302,image02213
14,39,23,-54.91498,19.855385,-29.836718,image02243
31,28,36,-3.4768016,-12.766443,9.018121,image02210
23,27,34,-27.60723,-15.018201,3.2267213,image02242
31,62,2,-4.157901,87.44027,-90.244316,image02254
41,28,33,26.994524,-14.941529,0.8189148,image02246
32,34,6,-2.5779014,4.052832,-79.983826,image02214
16,43,22,-49.44815,31.603542,-32.179874,image02261
32,25,33,-0.33003712,-23.9881,0.85057575,image02256
21,28,40,-35.957542,-14.29518,22.104708,image02215
31,29,31,-4.4910297,-10.31702,-4.822158,image02267
25,36,33,-23.898663,9.8374195,2.2226326,image02211
33,31,32,2.2733219,-3.4299805,-0.38085204,image02312
9,41,27,-71.00151,24.196846,-16.621117,image02289
55,27,24,66.042435,-15.101333,-24.424683,image02310
31,30,32,-3.8688867,-8.98144,-0.6944807,image02271
11,33,34,-65.06947,1.6118815,4.165529,image02290
30,32,35,-7.7530103,-1.5780853,8.333249,image02313
18,36,29,-43.521305,11.925363,-9.335773,image02291
42,26,27,29.716282,-18.553204,-17.272509,image02273
26,41,39,-19.000187,24.835964,19.572376,image02282
19,33,27,-40.71456,1.4517847,-17.691875,image02317
28,33,33,-14.13718,2.5287318,2.067569,image02283
59,29,27,79.05922,-11.916226,-17.130018,image02278
33,27,25,1.0319641,-15.67487,-23.745611,image02286
34,30,31,3.0009806,-8.198703,-3.114319,image02284
39,25,23,19.167677,-21.370878,-29.133621,image02285
14,41,29,-55.775566,24.894398,-11.937423,image02272
52,30,29,59.70955,-8.642232,-9.642372,image02268
49,28,30,49.111706,-12.588545,-8.610527,image02274
29,28,34,-9.488527,-13.939147,3.8648543,image02308
36,26,31,11.485159,-18.063421,-3.9326053,image02307
31,28,27,-3.905946,-14.694206,-16.961943,image02302
14,37,29,-56.68979,13.219577,-10.766753,image02298
54,28,28,64.01712,-12.811918,-12.136762,image02300
13,51,15,-59.412,55.471817,-53.026985,image02295
49,23,27,50.299206,-28.186182,-17.40084,image02277
34,29,32,4.8894267,-11.399112,-1.1960226,image02345
12,25,42,-62.90228,-22.473232,28.7082,image02369
32,28,33,-2.832714,-13.541121,2.4994144,image02379
54,33,33,65.793335,0.8167134,0.9918213,image02359
53,35,31,61.38345,6.390976,-3.5926018,image02367
46,25,19,40.17858,-22.449743,-39.504097,image02376
35,28,30,7.2453427,-12.308445,-6.7417727,image02370
32,29,33,-2.253081,-9.600698,2.6680775,image02344
38,30,38,16.407576,-8.310048,15.554887,image02346
48,29,27,46.450706,-11.460289,-17.29244,image02329
29,25,35,-9.405372,-21.171036,8.642969,image02347
58,14,14,77.838646,-56.70561,-54.115505,image02373
49,39,37,50.18589,18.441547,13.489068,image02327
40,29,25,21.937462,-10.196787,-22.84754,image02332
33,27,32,0.57151836,-17.725782,-2.1563587,image02333
34,25,31,3.294716,-22.813404,-4.7930794,image02322
43,29,31,32.915073,-9.541942,-3.1471283,image02351
31,30,36,-3.1572442,-8.513538,10.734582,image02375
29,30,30,-10.632311,-6.7146106,-7.388267,image02340
7,25,40,-77.35478,-21.020607,22.990696,image02319
47,32,27,42.29817,-1.0245863,-17.145317,image02378
34,30,32,5.1931148,-8.53647,-2.8984547,image02339
51,35,44,54.861645,8.334229,33.730534,image02363
37,32,31,14.336327,-1.5708842,-4.16554,image02362
35,29,36,8.520361,-9.328409,10.382338,image02355
37,33,32,14.279043,2.0762262,-2.8526807,image02384
41,28,29,25.666039,-14.704487,-11.625577,image02434
34,28,35,5.533623,-14.314593,7.438871,image02403
36,31,30,11.719484,-4.08556,-8.98565,image02408
48,38,33,47.590805,15.6448765,2.6249042,image02450
5,10,53,-82.70742,-67.4857,62.77155,image02448
34,35,34,3.6521163,6.6452045,4.429059,image02421
56,29,30,70.89891,-10.32414,-8.707196,image02420
57,45,46,72.23949,38.94977,41.264698,image02440
41,29,22,25.390396,-11.554027,-31.71415,image02381
25,31,38,-23.200415,-4.9124436,15.938011,image02453
10,27,36,-68.21233,-16.93485,11.650673,image02432
13,43,32,-57.36098,31.909504,-2.1402779,image02389
36,36,35,10.042261,10.69522,6.9024324,image02409
33,26,32,2.1347017,-20.754847,-0.705738,image02423
42,32,33,29.044888,-1.4326283,0.89144045,image02406
32,28,26,-0.2607593,-13.668124,-20.291,image02464
32,29,33,-2.8166769,-9.986576,2.7799284,image02428
18,32,35,-43.81321,-0.6507557,7.6951447,image02458
31,32,37,-4.818625,-2.817207,13.813911,image02455
38,28,28,17.017714,-13.17492,-13.509386,image02426
56,42,35,71.11876,29.511827,6.536582,image02416
32,31,31,-0.47460246,-4.677761,-3.7154355,image02415
33,31,41,2.5890753,-4.279052,25.092684,image02424
45,32,36,36.63343,-1.5014322,10.069582,image02407
42,30,27,29.548344,-6.0638194,-17.208271,image02422
6,32,34,-79.89239,-1.8344289,4.8449326,image02449
37,24,29,14.032126,-24.8441,-10.4930935,image02456
41,22,21,26.125616,-30.513163,-33.178806,image02387
13,28,37,-58.702114,-14.387145,13.183045,image02514
56,16,18,70.09318,-49.324596,-44.316185,image02522
45,23,17,38.782444,-27.264402,-46.335667,image02536
25,30,31,-22.716429,-8.052167,-5.4064245,image02482
29,36,32,-11.052704,9.324909,-0.59601724,image02520
21,30,26,-34.431416,-8.041322,-19.211859,image02531
39,31,28,19.399603,-5.435893,-14.613185,image02550
57,49,40,74.9281,50.449722,23.714424,image02474
17,30,33,-46.684513,-8.714681,2.3607664,image02529
34,31,29,5.532765,-5.693446,-10.161585,image02548
55,47,47,68.28364,43.44278,43.03411,image02470
32,37,31,-0.8746555,12.618813,-3.3733406,image02494
9,36,29,-69.50339,10.034583,-9.1758175,image02513
54,43,37,63.899246,31.289919,14.779867,image02485
44,28,30,33.125614,-14.741105,-8.9125395,image02517
58,33,36,77.06513,1.525921,9.512965,image02540
55,25,17,68.747246,-23.783953,-45.202938,image02539
35,25,28,6.5079656,-23.002205,-12.696529,image02479
32,27,35,-1.996809,-15.500623,7.274961,image02488
28,32,33,-13.232661,-2.544457,0.7016181,image02530
36,22,30,10.968895,-30.968355,-8.814842,image02545
49,40,36,50.51013,22.60931,11.536396,image02533
29,32,30,-10.20543,-0.9098956,-6.372808,image02490
55,43,41,67.39973,30.911865,25.165668,image02475
21,30,29,-33.32363,-8.215497,-11.074159,image02547
33,30,36,1.5045935,-8.588263,11.63465,image02518
10,43,28,-68.565155,31.0967,-12.749181,image02532
30,29,32,-7.01841,-10.933455,-2.6859357,image02544
45,28,28,37.968273,-13.465559,-13.106613,image02616
33,29,36,2.5232003,-11.131561,11.409887,image02562
55,34,34,68.44147,3.2539546,4.494877,image02608
33,27,35,1.5576422,-15.367323,8.965039,image02581
53,28,29,61.267254,-14.4831705,-11.1260605,image02615
43,33,35,30.323414,1.6087089,8.860016,image02597
15,23,40,-51.066284,-29.3989,23.190609,image02602
49,19,21,49.068405,-40.687622,-35.82002,image02567
23,28,38,-28.764347,-12.884323,15.932115,image02595
34,33,31,4.577022,0.6171457,-3.5446005,image02565
32,36,30,-2.270092,10.789699,-8.527955,image02614
56,31,30,69.223946,-4.144702,-7.8602767,image02553
10,29,37,-66.74129,-10.088645,12.337934,image02612
39,25,23,19.619707,-22.421152,-27.69083,image02556
39,31,28,19.17724,-4.0821285,-12.472022,image02605
9,43,21,-69.04388,30.531267,-33.603294,image02604
27,26,34,-17.2955,-19.109184,3.2451694,image02592
6,38,21,-80.11457,16.40346,-33.115185,image02598
22,34,36,-30.21292,5.3110056,9.392389,image02559
59,31,32,78.883,-5.259698,-0.56320304,image02606
57,32,27,72.77796,-1.1074492,-15.889202,image02579
14,15,63,-56.787956,-52.14085,92.30518,image02603
31,29,22,-5.8621454,-10.662539,-30.750727,image02637
26,32,30,-20.98431,-0.9301444,-6.7100306,image02621
44,35,34,33.541126,7.9475904,3.4325027,image02625
34,36,30,4.421304,11.567926,-6.7720633,image02643
19,31,36,-39.83579,-3.6164324,9.649836,image02646
8,31,36,-73.34747,-5.710755,11.842574,image02648
54,21,22,65.46433,-35.42536,-32.105675,image02660
56,39,37,71.435234,18.03257,13.120553,image02650
15,38,31,-51.408096,16.59383,-5.480422,image02659
36,29,29,9.131468,-11.527701,-9.232162,image02663
10,16,53,-68.33093,-48.968353,62.864822,image02645
12,42,32,-61.30159,29.92548,-2.290622,image02632
42,32,32,29.402397,-2.600893,-1.1557938,image02639
51,27,28,55.40455,-16.660196,-14.553009,image02647
27,27,32,-17.924267,-17.615063,-2.700882,image02622
10,48,18,-67.33708,47.675777,-44.60425,image02629
51,35,33,56.15804,6.488934,1.495959,image02633
33,31,33,2.0374868,-4.3008394,0.21085052,image02653
12,26,40,-60.620758,-20.943645,22.4409,image02631
58,23,23,75.26426,-29.447073,-29.009575,image02666
13,39,29,-58.05351,18.105526,-9.034898,image02618
33,31,28,2.1971166,-5.0590367,-13.547065,image02664
31,25,33,-3.4002705,-21.80914,1.8397787,image02636
23,24,35,-29.616219,-25.680716,6.902002,image02635
9,30,32,-70.66242,-7.0511866,-1.6679186,image02617
26,29,35,-18.52266,-9.789501,6.7191577,image02630
56,48,51,69.43988,47.794838,56.589115,image02698
39,28,17,18.416782,-12.181678,-46.02749,image02686
16,32,32,-49.579422,-2.554897,-1.1211687,image02674
55,32,33,68.615486,-2.6033823,1.8044538,image02679
45,36,30,36.495308,9.8406925,-7.029857,image02690
53,35,45,61.41323,8.711771,38.665886,image02712
56,29,30,71.65631,-9.566094,-8.132752,image02713
41,34,34,26.747437,4.9428434,3.920585,image02691
41,26,30,24.642197,-18.25647,-8.459285,image02705
36,27,30,11.165859,-16.24406,-6.5649943,image02696
28,27,33,-13.612622,-15.379264,1.3583883,image02695
26,37,25,-18.51372,14.387366,-21.419004,image02689
47,39,38,43.77155,20.870047,15.205266,image02683
32,33,32,-0.051274866,0.88755876,-2.7541273,image02673
33,31,33,1.5991,-5.582673,2.374214,image02688
37,34,36,13.756303,3.631568,9.641857,image02704
56,27,28,70.56097,-17.0067,-12.77372,image02709
61,56,59,85.316986,71.17491,79.564644,image02677
37,30,40,12.635197,-7.1090612,22.502771,image02711
39,34,29,18.577047,4.939815,-10.711422,image02739
30,30,28,-6.3666496,-8.907366,-12.903564,image02732
57,32,30,72.78869,-0.03563139,-8.349407,image02746
5,38,23,-83.013954,17.785822,-28.262835,image02745
23,32,31,-27.42696,-1.6681898,-4.3374777,image02720
25,31,32,-21.143312,-5.8980618,-2.6711862,image02752
34,35,31,4.915885,8.305254,-5.1537204,image02747
50,33,34,52.397846,2.2461052,5.7951384,image02735
57,24,25,72.98461,-25.630966,-22.518028,image02727
27,29,45,-16.963057,-9.515344,38.743584,image02740
56,46,49,71.34211,41.315826,48.14561,image02753
22,30,33,-30.554472,-6.797552,2.5273154,image02748
22,32,33,-30.97678,-2.7978146,2.0751758,image02726
33,30,32,0.7607374,-6.3708515,-1.4968573,image02749
50,34,32,53.83049,5.106901,-2.1040583,image02728
41,25,32,26.204138,-23.880852,-1.5802251,image02738
13,31,36,-57.914627,-5.6447325,11.876379,image02724
46,28,35,41.15222,-13.775428,8.947466,image02750
8,42,15,-72.45865,29.799097,-53.762253,image02721
30,26,36,-8.784931,-18.93768,9.917917,image02744
55,40,40,67.16216,21.419003,23.834099,image02758
29,26,38,-10.50337,-18.26306,16.833374,image02796
45,33,32,37.657948,1.8679223,-0.11298707,image02782
33,27,30,0.94433963,-16.270758,-6.0691,image02759
35,27,39,7.9527864,-15.392257,19.285128,image02765
51,29,34,55.628918,-9.392426,5.894836,image02768
12,27,32,-61.0213,-17.42932,-1.6117654,image02803
46,22,29,39.316513,-31.341497,-9.549064,image02788
25,30,22,-21.678925,-7.7153835,-31.793161,image02795
32,35,21,-1.8245007,7.048896,-35.719612,image02764
30,32,33,-8.041063,-0.9234322,0.73184836,image02798
37,32,34,13.444651,-1.0607631,4.5275445,image02797
24,36,16,-25.106024,10.686651,-50.150963,image02763
48,21,23,46.007423,-35.550888,-28.200178,image02769
31,30,33,-4.166533,-8.186052,0.02471745,image02789
33,30,32,1.9412992,-8.832858,-2.7216558,image02792
49,37,31,48.252903,13.69555,-4.030033,image02760
32,30,33,-2.155431,-6.7788944,0.51276547,image02790
19,61,2,-39.425262,84.46268,-90.15749,image02773
7,28,37,-76.83462,-13.404565,13.103717,image02804
57,31,30,72.17842,-4.943996,-6.229931,image02771
23,22,37,-27.432758,-30.822622,14.608074,image02775
26,30,18,-19.498758,-8.286678,-42.108265,image02781
33,28,32,0.8727383,-13.645523,-2.4889078,image02801
33,27,27,1.35124,-15.184689,-15.348709,image02840
12,5,55,-61.478424,-82.23027,67.41894,image02829
35,30,32,7.6724854,-7.577136,-0.019810973,image02826
33,26,32,1.1936607,-19.830547,-2.4263823,image02836
30,28,36,-8.550272,-14.862299,10.93976,image02846
35,38,32,8.762589,15.075342,-1.5332862,image02831
41,31,29,24.042412,-3.4633298,-9.938451,image02841
10,35,26,-66.09992,7.7621403,-19.516756,image02810
31,30,32,-3.475384,-8.137448,-2.1917326,image02839
30,25,32,-6.61826,-23.457493,-2.3301747,image02834
23,29,40,-29.218758,-9.156929,21.448975,image02851
9,25,38,-69.58206,-22.848083,16.629698,image02825
36,39,48,9.500019,19.196383,46.876823,image02843
19,32,33,-39.474827,-2.027058,2.561434,image02817
35,35,27,6.273285,7.128991,-16.430769,image02854
33,26,29,2.0116973,-19.142166,-11.92081,image02819
15,40,30,-51.79223,23.360073,-6.297122,image02832
49,37,38,48.734505,13.154881,15.962015,image02847
36,40,49,9.333216,23.622091,48.768543,image02845
37,24,26,13.220806,-26.433193,-19.230505,image02818
30,29,28,-8.102679,-9.776988,-13.215638,image02820
34,32,29,3.0947602,-2.4906676,-11.582768,image02850
14,31,32,-56.471172,-3.0914652,-1.6889678,image02812
33,32,30,1.9135559,-2.4818485,-7.540375,image02824
19,31,28,-41.43264,-5.8488913,-12.485398,image02811
31,29,32,-3.6614852,-10.583004,-0.5490531,image02849
16,33,29,-49.75047,2.5005395,-11.555831,image02941
31,29,30,-4.061072,-10.120935,-7.8600025,image02899
31,29,30,-5.311411,-9.830399,-8.00063,image02871
26,34,33,-18.61801,4.58363,0.55974597,image02867
38,33,26,16.561598,1.5416094,-18.930048,image02869
53,23,19,60.76382,-29.019972,-41.670135,image02938
34,25,33,4.7343593,-21.103424,0.26203835,image02870
28,39,14,-14.3121805,18.608288,-54.029083,image02936
9,35,26,-69.53198,8.285146,-20.92886,image02889
17,28,35,-47.54776,-13.365842,7.921883,image02866
11,24,45,-65.197495,-25.05845,36.750908,image02902
24,32,30,-25.339327,-2.696026,-6.905695,image02884
39,32,35,19.287231,-2.0711079,8.284304,image02856
32,27,32,-1.794816,-15.121356,-1.9026021,image02924
49,32,35,49.887466,-1.0481281,6.0205493,image02918
32,33,33,-1.662611,2.335368,1.9861326,image02929
37,34,34,12.904691,4.429097,5.3103523,image02950
47,30,28,43.041378,-8.783491,-12.873517,image02947
13,25,38,-59.62776,-21.626085,15.146681,image02891
32,31,35,-0.09639282,-3.9497375,8.766463,image02886
10,41,31,-68.53058,26.969631,-4.2679796,image02857
24,27,36,-25.877918,-16.961464,9.900025,image02931
23,33,40,-29.755182,1.6711698,23.33474,image02881
31,30,32,-5.792413,-7.2365656,-0.5013886,image02864
51,36,37,56.301376,9.475626,14.039736,image02907
32,29,32,-2.2270687,-9.401818,-1.3544315,image02952
6,53,9,-79.23786,61.998775,-69.95459,image02959
58,30,28,75.59393,-7.7075534,-12.700777,image02972
32,27,31,-0.7562101,-16.286203,-5.786821,image02953
55,29,31,67.59807,-10.798535,-3.0713663,image02960
41,34,40,24.218042,3.3899705,21.301722,image02992
11,24,43,-63.567116,-24.643261,32.558407,image02980
32,30,31,-0.19134201,-8.941671,-4.217321,image02977
32,30,32,-1.4196093,-8.275552,-1.857286,image02951
31,31,37,-3.1516266,-4.763993,12.810042,image02985
56,46,46,71.27011,40.62587,41.952877,image02957
24,32,37,-25.158379,-2.7695875,14.307785,image02990
36,34,33,9.007765,3.3801453,1.4680381,image03004
34,33,31,3.052574,0.9217752,-5.6889,image02998
31,31,32,-4.375066,-4.124017,-0.15841147,image02982
37,30,28,14.848686,-8.680531,-12.08482,image02969
37,34,34,12.973324,3.5399754,5.3433223,image02954
41,39,33,24.750292,19.050926,2.8111703,image02988
32,29,35,-0.059819285,-9.599576,7.678783,image02989
41,35,43,24.136454,6.1933403,30.237705,image03002
31,26,32,-3.4350982,-19.680178,-0.67465687,image02971
55,6,-1,66.39609,-79.9044,-103.51095,image02958
21,30,40,-33.730152,-6.7653627,23.915333,image02995
40,36,26,22.323902,11.129832,-20.323648,image02996
39,27,20,19.903671,-17.811527,-36.886517,image03019
41,30,35,24.568272,-8.122242,7.5572457,image03010
11,24,41,-63.60458,-24.731619,25.203875,image03028
39,26,22,19.579546,-19.021936,-30.775524,image03014
34,35,37,5.1521773,8.001178,12.340546,image03048
24,31,33,-25.94728,-3.362534,0.64269453,image03008
30,28,34,-8.177303,-13.100348,5.670372,image03018
26,30,26,-18.045563,-6.717339,-18.51708,image03044
29,28,38,-11.490393,-13.556558,17.394249,image03043
32,25,33,-2.3590894,-21.146456,0.7959545,image03045
21,29,35,-33.671417,-10.551578,8.8975725,image03024
31,30,35,-4.0835752,-6.9523964,7.3237925,image03009
16,24,42,-48.603184,-25.389708,27.72812,image03040
39,26,25,19.387358,-19.168842,-21.561357,image03037
19,31,34,-40.058712,-4.1780124,4.27968,image03006
28,32,26,-12.561252,-2.887179,-19.661028,image03021
7,35,29,-76.474655,6.4256563,-9.298846,image03022
36,28,18,9.734464,-12.595994,-42.78417,image03012
37,26,23,12.220188,-20.859844,-28.149195,image03026
34,29,31,4.322285,-10.093999,-4.846446,image03047
23,31,24,-29.406181,-5.188758,-25.498034,image03016
32,31,36,-1.3535357,-5.486864,10.594278,image03011
38,28,25,17.064426,-12.639433,-23.747292,image03015
34,30,30,5.021872,-6.210813,-8.027429,image03013
31,32,21,-4.0752397,-1.0991983,-34.69298,image03111
31,29,34,-4.245955,-10.005756,3.6519527,image03059
42,25,31,29.126331,-21.288359,-3.2312913,image03053
45,30,26,37.013966,-8.2153425,-18.643362,image03109
33,33,28,1.145978,2.090962,-13.889952,image03103
21,26,52,-34.013287,-19.925194,57.403767,image03116
33,24,32,1.410383,-25.008593,-2.4635296,image03081
14,20,44,-55.737823,-38.465443,33.02002,image03086
31,30,31,-4.0476646,-7.87274,-3.0418653,image03124
42,32,27,28.144482,-0.5704483,-15.265181,image03061
30,34,32,-6.1312923,3.4222195,-0.25710815,image03079
10,48,28,-66.47316,45.721592,-12.681275,image03101
51,43,45,56.310806,32.22094,37.52293,image03057
58,45,42,75.50586,37.634872,29.779102,image03055
35,31,34,7.1079736,-5.7086344,3.9204926,image03077
23,31,35,-29.473785,-3.4878109,6.3057976,image03054
56,51,48,69.662056,54.642365,46.450035,image03093
43,29,24,30.688873,-11.571766,-25.52151,image03050
-1,-1,-1,-351.22693,-713.7451,-972.2728,image03123
34,32,32,5.2981005,-0.67443395,-1.4272738,image03071
41,38,48,24.640188,15.916706,47.38038,image03082
35,27,28,8.779964,-15.355464,-13.823492,image03117
35,37,23,8.836012,12.573023,-29.802813,image03102
13,53,4,-58.752502,61.873913,-85.58662,image03075
46,30,29,41.555737,-8.04467,-10.00809,image03195
5,11,54,-82.717064,-63.492832,64.69671,image03189
9,53,22,-70.09001,62.49217,-32.161526,image03148
11,27,34,-63.35913,-16.334303,5.397607,image03194
10,42,19,-67.435326,29.40333,-41.750065,image03143
11,31,36,-63.915447,-4.3026795,11.5920515,image03172
16,31,37,-48.93178,-3.9274259,12.50957,image03179
60,-1,-1,83.06197,-151.04128,-148.9689,image03173
45,21,24,37.467648,-35.622635,-24.667559,image03199
59,66,66,80.09842,103.93827,120.34299,image03162
5,64,-1,-82.65672,95.67002,-102.00115,image03174
19,29,44,-39.78952,-10.521298,35.140076,image03149
9,25,36,-70.38377,-21.12578,10.170607,image03161
44,32,32,33.513554,-1.7969233,-2.847723,image03188
48,26,29,46.299572,-19.876839,-9.513806,image03150
44,30,32,34.98642,-8.6879,-2.5809057,image03178
37,30,27,12.031288,-7.407665,-15.271796,image03129
52,26,27,57.111366,-18.188345,-16.54401,image03128
48,35,37,47.963505,6.1877604,14.267353,image03209
54,29,28,65.04046,-9.3147545,-14.277648,image03163
26,35,29,-18.425228,8.726721,-10.153827,image03186
52,33,40,58.381596,1.1393244,21.234396,image03208
51,23,24,54.743073,-28.213327,-26.868877,image03210
14,42,25,-55.83892,29.276428,-21.168154,image03196
33,28,34,0.5998916,-12.85995,3.791266,image03190
57,22,22,73.26044,-30.873735,-31.207691,image03153
24,29,36,-24.069445,-9.062221,11.884419,image00840
37,41,48,12.778374,25.32965,45.04342,image00862
32,29,32,-0.43295157,-11.449706,-2.0578456,image00851
34,27,47,4.24435,-17.460335,42.136337,image00836
33,29,33,0.4398322,-9.374365,0.75907755,image00843
37,33,31,13.136295,0.23734118,-4.5938587,image00845
25,32,33,-22.928564,-1.7536275,0.21966766,image00838
34,29,33,4.9155273,-9.265694,1.5585781,image00839
9,14,56,-71.1529,-54.32422,70.7274,image00831
12,31,47,-62.065712,-3.1024213,43.712635,image00826
42,28,29,28.27784,-12.49972,-11.526262,image00830
32,33,32,-2.032113,1.5142692,-1.6536906,image00863
32,29,34,-2.8455002,-10.067671,3.2834907,image00829
19,27,37,-41.404957,-15.266969,12.590733,image00850
37,30,27,12.523606,-8.051459,-16.851528,image00860
32,30,31,-0.6627124,-6.34865,-4.26771,image00832
51,37,25,56.356544,13.543833,-21.986315,image00861
34,32,33,4.3989577,-1.142544,0.67841494,image00849
